"Productivity","ProductivityWithDeptCollabs","ProductivityWithoutDeptCollabs","WindowedGroupSize","scale_log_funded_per_faculty_p1","scale_uniform_percentile100","Area","scale_log_unfunded_per_faculty_p1","scale_tt_headcount","CONTROL"
1.66467427248677,0.914021164021164,0.750653108465609,5.6161292989418,1.86096136525238,1.01449187184046,"Biological Sciences",0.489963640711664,-0.36063304154393,1
3.87925170068027,3.05215419501134,0.827097505668934,8.82927059712774,1.52895669690074,0.741075126606749,"Chemical Sciences",0.887141082323305,-0.935903107225072,1
2.5390873015873,0.773214285714286,1.76587301587302,2.34895833333333,1.42224960136025,1.2783126759414,"Mathematical Sciences",0.97095807450721,-0.924781964764299,1
1.42619047619048,0.975,0.451190476190476,6.25595238095238,-0.151503803921588,1.30726511161376,"Medical Sciences",-0.921467156736512,-0.116557510937742,1
1.22671428571429,0.793666666666667,0.433047619047619,8.76153968253968,0.684148595020141,1.33908024340397,"Physical Sciences",-0.0273295617359845,-0.526092057219006,1
1.1362012987013,0.012987012987013,1.12321428571429,0.943993506493506,-0.0195660628331712,0.486791905593915,"Political Science",0.566222992923261,-0.739134480604839,1
1.80072463768116,0.812111801242236,0.988612836438923,4.14518633540373,2.39932987967337,1.12693162130819,"Psychological Sciences",0.647835068665951,-1.06142589789591,1
1.05495086923658,0.204686318972033,0.85026455026455,1.54667422524565,-0.393795892112314,0.857922543280553,"Sociology",-0.323760055987256,-0.433316925085548,1
0.696428571428571,0.288690476190476,0.407738095238095,3.57142857142857,-0.921929466273803,0.0499262793546089,"Chemical Sciences",-0.830405833422163,-0.840245017137432,1
0.738095238095238,0.255952380952381,0.482142857142857,1.60119047619048,-1.02727594810614,0.111116757509387,"Physical Sciences",-0.954246959127764,-0.147867491540285,1
1.16071428571429,0.183779761904762,0.976934523809524,1.73214285714286,-1.03448715742439,-0.175310222163027,"Psychological Sciences",-0.171047641268955,-0.853053645565745,1
2.35512001548587,1.55837204800619,0.796747967479675,9.87545489740612,2.41313765261497,1.49935172802597,"Biological Sciences",-0.808744197406455,-0.714501774639968,1
2.45500440917108,0.995260141093474,1.4597442680776,3.5314594356261,0.593915266224884,1.44215682945003,"Computational Sciences",-0.667996726307197,-0.870843407271736,1
4.91063009571074,3.49082427429202,1.41980582141872,10.9458332438171,-0.233855989017981,1.47552063072559,"Engineering",-0.677181985287224,0.883892778344693,1
1.80235260770975,0.383616780045351,1.4187358276644,1.71539115646258,-0.723121340869518,1.29799525282393,"Mathematical Sciences",-0.305266798016185,-0.0128686141371116,1
3.37694805194805,1.91314935064935,1.4637987012987,10.1296176046176,1.77820821970091,1.4560291468225,"Physical Sciences",0.244929755577212,-0.659565728247137,1
0.675,0.341666666666667,0.333333333333333,3.35833333333333,-0.80541485455274,0.560385812226121,"Architecture, Design, Planning",-0.372631580253037,-0.654519904926892,1
1.47663003663004,0.971307692307692,0.505322344322344,6.26679487179487,0.407231851614138,1.19631431791002,"Biological Sciences",-0.428324581927768,-0.336865919904727,1
3.21660052910053,2.67700066137566,0.539599867724868,10.7666997354497,-0.350001056305164,1.26766472451314,"Chemical Sciences",-0.309006844630985,0.130364381541406,1
3.45576441102757,2.19311299081036,1.26265142021721,8.65049603174603,3.39293526204962,1.40598344490916,"Computational Sciences",3.4702868136208,-0.808897584404982,1
3.46007029478458,2.50472562358277,0.955344671201814,8.73137188208617,0.826277425649026,1.33908024340397,"Engineering",0.630082861233272,0.722468644585473,1
2.1703798185941,1.54965986394558,0.620719954648526,6.03093820861678,-0.384103769597318,-1.15582969619137,"Physical Sciences",0.0430028896169105,-0.492277278168259,0
0.6375,0.0375,0.6,1.42916666666667,-0.328111442349667,-1.87933501535601,"Political Science",0.051344523878498,-1.01316150091966,0
1.21052631578947,0.894736842105263,0.315789473684211,7.52631578947368,-0.863657260162132,-1.63258085652367,"Psychological Sciences",-0.999854647060915,-0.910692473493154,0
0.844389709906951,0.513095238095238,0.331294471811713,2.98149972632731,1.58696247383144,-0.69766949531462,"Biological Sciences",1.30184183710458,-1.07794077113182,0
1.11759259259259,0.695899470899471,0.421693121693122,3.47592592592593,-0.222053891009776,-1.64503398890659,"Chemical Sciences",0.25097000907726,-0.75129620860748,0
